date,state,positive,negative,hospitalizedCurrently,hospitalizedCumulative,recovered,death,hospitalized,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
20200711,VA,69782,716553,1020,10291,9271,1962,10291,,,66963,1857,105,51,851,16759,786700,786335,17610,786335,4,96
20200711,VI,167,3640,,,92,6,,,,,6,,78,14,167,3865,3807,181,3807,0,0
20200711,VT,1283,73749,18,,1066,56,,,,1283,56,,50,6,928,75032,75032,934,75032,0,0
20200711,WA,39218,629248,326,4662,,1424,4662,,,39218,1424,,53,637,7499,668466,668466,8136,668466,15,-3
20200711,WI,39080,646504,265,3797,27909,828,3797,,,35679,821,7,55,981,11093,685739,685584,12074,685584,7,31
20200711,WV,4074,199749,56,,2763,95,,,,3963,,,54,91,2529,203823,203823,2620,203823,0,0
20200711,WY,1839,38077,12,123,1361,21,123,1592,53324,1488,,,56,49,0,39916,39916,49,39916,0,2
20200712,AK,1479,143996,27,,615,17,,,,1479,17,,2,94,2005,145475,145475,2099,145475,0,0
20200712,AL,53587,457919,1163,6745,25783,1121,6745,,,52908,1093,28,1,1640,7846,511506,511506,9486,511506,7,0
20200712,AR,28367,354035,412,1822,21591,321,1822,,,28367,,,5,1564,11189,382402,382402,12753,382402,8,42
20200712,AS,0,816,,,,0,,,,0,,,60,0,0,816,816,0,816,0,0
20200712,AZ,122467,573705,3432,5795,14829,2237,5795,,,121758,2114,123,4,2537,9645,696172,696172,12182,696172,86,45
20200712,CA,320804,5085795,7854,,,7017,,,,320804,,,6,8460,122444,5406599,5406599,130904,5406599,72,0
20200712,CO,36591,355512,324,5885,4749,1586,5885,,,33587,,,8,400,5842,392103,392103,6242,392103,0,21
20200712,CT,47287,542107,77,10552,8351,4348,10552,,,45224,3476,871,9,0,31006,589394,589394,31006,589394,0,0
20200712,DC,10847,116036,95,,1737,568,,,,,,,11,46,2787,126883,126883,2833,126883,0,0
20200712,DE,12804,124605,58,,7120,517,,,,11823,459,58,10,61,3233,137409,137409,3294,137409,0,0
20200712,FL,269811,2304196,7542,18590,,4346,18590,337795,2819784,269811,4346,,12,15300,83408,2576103,2574007,98708,2574007,45,249
20200712,GA,116926,966490,2512,13259,,3001,13259,106089,977327,116926,,,13,2525,16018,1083416,1083416,18543,1083416,5,54
20200712,GU,312,16667,3,,202,5,,,,304,,,66,0,0,16979,16979,0,16979,0,0
20200712,HI,1200,92720,,125,872,19,125,,,,,,15,42,1644,93920,93920,1686,93920,0,0
20200712,IA,35071,339342,177,,26234,750,,,,35071,,,19,424,5628,374413,374413,6052,374413,2,0
20200712,ID,10505,114756,140,468,3114,102,468,,,9775,82,20,16,577,2335,125261,125261,2912,125261,1,19
20200712,IL,155048,1829066,1342,,,7388,,,,153916,7187,201,17,954,37940,1984114,1984114,38894,1984114,19,0
20200712,IN,51612,513035,702,7527,38623,2760,7527,,,,2567,193,18,533,5968,564647,564647,6501,564647,4,69
20200712,KS,18611,199168,,1304,905,284,1304,,,,,,20,0,0,217779,217779,0,217779,0,0
20200712,KY,19389,418781,370,2779,5322,625,2779,,,18562,621,4,21,268,0,438170,438170,268,438170,3,0
20200712,LA,78122,856873,1243,,46334,3416,,,,,3308,108,22,1319,9229,934995,934995,10548,934995,13,0
20200712,MA,111597,845883,583,11608,94347,8325,11608,,,105629,8110,215,25,199,10947,957480,957480,11146,957480,15,8
20200712,MD,73109,570282,392,11420,5230,3319,11420,,,73109,3188,131,24,642,13472,643391,643391,14114,643391,9,67
20200712,ME,3539,118775,19,371,2994,114,371,4344,117405,3143,113,1,23,19,2405,122314,122314,2424,122314,2,3
20200712,MI,76776,1219379,505,,53867,6314,,95926,1219379,69338,6068,246,26,406,21627,1296155,1296155,22033,1296155,1,0
20200712,MN,42281,712771,251,4399,36582,1540,4399,,,42281,1502,38,27,710,12247,755052,755052,12957,755052,3,33
20200712,MO,27443,458065,883,,,1069,,32546,571520,27443,,,29,310,10648,485508,485508,10958,485508,0,0
20200712,MP,33,10734,,4,19,2,4,,,33,2,,69,2,0,10767,10767,2,10767,0,0
20200712,MS,36287,298924,963,3495,22167,1249,3495,,,35961,1227,22,28,868,0,335211,335211,868,335211,19,0
20200712,MT,1758,112903,26,128,865,29,128,,,1758,,,30,81,1221,114661,114661,1302,114661,0,1
20200712,NC,85701,1113874,1070,,55318,1503,,,,85701,1503,,37,1908,21609,1199575,1199575,23517,1199575,4,0
20200712,ND,4334,118145,38,271,3570,78,271,,,4334,74,4,38,91,1537,122479,122479,1628,122479,0,8
20200712,NE,20998,187105,95,1421,15724,285,1421,,,20998,,,31,221,4028,208103,208103,4249,208103,-1,2
20200712,NH,6024,127365,22,589,5013,391,589,,,6024,,,33,33,1054,133389,133389,1087,133389,1,4
20200712,NJ,175298,1510306,890,20632,31190,15541,20632,,,175298,13594,1947,34,339,23981,1685604,1685604,24320,1685604,16,0
20200712,NM,14773,395981,158,2187,6271,543,2187,,,14773,,,35,224,6949,410754,410754,7173,410754,4,26
20200712,NV,27683,319873,895,,764,593,,,,27683,,,32,845,5478,347556,347556,6323,347556,1,0
20200712,NY,401706,4271489,801,89995,71565,24979,89995,,,401706,,,36,677,61741,4673195,4673195,62418,4673195,5,0
20200712,OH,65592,940794,954,8842,44663,3058,8842,,,61669,2801,257,39,1378,21973,1006386,1006386,23351,1006386,22,72
20200712,OK,20235,400037,499,2032,15485,422,2032,22367,400037,20235,,,40,456,0,420272,420272,456,420272,1,40
20200712,OR,12170,284002,208,1180,3009,234,1180,,284002,10881,,,41,319,3670,296172,296172,3989,296172,2,0
20200712,PA,95266,829018,652,,73354,6904,,,,92552,,,42,577,11384,924284,924284,11961,924284,7,0
20200712,PR,9654,255766,174,,,167,,3966,253922,2583,71,96,72,288,0,265420,265420,288,265420,0,0
20200712,RI,17312,149343,61,2051,1685,976,2051,24885,253472,17312,,,44,0,0,166655,166655,0,166655,0,0
20200712,SC,56648,435860,1472,3398,20957,961,3398,69920,422425,56485,950,11,45,1949,2469,492508,492508,4418,492508,10,0
20200712,SD,7499,83109,53,738,6522,109,738,,,,,,46,45,957,90608,90608,1002,90608,0,0
20200712,TN,61960,956055,1184,3250,35855,741,3250,71982,945516,61443,714,27,47,954,9947,1018015,1018015,10901,1018015,3,57
20200712,TX,258658,2234096,10410,,132638,3192,,,,258658,,,48,8196,54934,2492754,2492754,63130,2492754,80,0
20200712,UT,29484,383574,276,1824,17303,215,1824,,,29484,,,49,629,7077,413058,413058,7706,413058,3,27
20200712,VA,70670,733375,1045,10355,9310,1966,10355,,,67830,1859,107,51,888,16822,804434,804045,17710,804045,4,64
20200712,VI,181,3908,,,93,6,,,,,6,,78,14,268,4095,4089,282,4089,0,0
20200712,VT,1296,74555,17,,1089,56,,,,1296,56,,50,13,806,75851,75851,819,75851,0,0
20200712,WA,39218,629248,326,4662,,1424,4662,,,39218,1424,,53,0,0,668466,668466,0,668466,0,0
20200712,WI,39877,653352,264,3824,28318,827,3824,,,36448,820,7,55,797,6848,693377,693229,7645,693229,-1,27
20200712,WV,4207,202829,56,,2806,96,,,,4091,,,54,133,3080,207036,207036,3213,207036,1,0
20200712,WY,1862,38077,12,124,1372,21,124,1592,53324,1506,,,56,23,0,39939,39939,23,39939,0,1
20200713,AK,1539,145051,22,,620,17,,,,1539,17,,2,60,1055,146590,146590,1115,146590,0,0
20200713,AL,55545,464059,1335,6745,25783,1124,6745,,,54768,1096,28,1,1958,6140,519604,519604,8098,519604,3,0
20200713,AR,28939,354035,439,1836,22106,323,1836,,,28939,,,5,572,0,382974,382974,572,382974,2,14
20200713,AS,0,816,,,,0,,,,0,,,60,0,0,816,816,0,816,0,0
20200713,AZ,123824,578602,3373,5839,15254,2245,5839,,,123101,2122,123,4,1357,4897,702426,702426,6254,702426,8,44
20200713,CA,329162,5215203,7895,,,7040,,,,329162,,,6,8358,129408,5544365,5544365,137766,5544365,23,0
20200713,CO,36913,362452,324,5895,4780,1586,5895,,,33911,,,8,322,6940,399365,399365,7262,399365,0,10
20200713,CT,47510,544470,74,10552,8351,4371,10552,,,45308,3492,879,9,223,2363,591980,591980,2586,591980,23,0
20200713,DC,10906,119314,93,,1756,568,,,,,,,11,59,3278,130220,130220,3337,130220,0,0
20200713,DE,12879,126484,49,,7139,517,,,,11898,459,58,10,75,1879,139363,139363,1954,139363,0,0
20200713,FL,282435,2357139,8051,18817,,4381,18817,351831,2908137,282435,4381,,12,12624,52943,2641569,2639574,65567,2639574,35,227
20200713,GA,120569,987398,2600,13476,,3026,13476,109888,998079,120569,,,13,3643,20908,1107967,1107967,24551,1107967,25,217
20200713,GU,312,17030,3,,202,5,,,,304,,,66,0,363,17342,17342,363,17342,0,0
20200713,HI,1220,93950,,125,890,19,125,,,,,,15,20,1230,95170,95170,1250,95170,0,0
20200713,IA,35529,341187,186,,26664,754,,,,35529,,,19,458,1845,376716,376716,2303,376716,4,0
20200713,ID,10902,116230,153,477,3179,102,477,,,10163,82,20,16,397,1474,127132,127132,1871,127132,0,9
20200713,IL,155931,1858195,1362,,,7394,,,,154799,7193,201,17,883,29129,2014126,2014126,30012,2014126,6,0
20200713,IN,52037,518372,764,7574,38914,2762,7574,,,,2569,193,18,425,5337,570409,570409,5762,570409,2,47
20200713,KS,20058,211117,,1343,920,288,1343,,,,,,20,1447,11949,231175,231175,13396,231175,4,39
20200713,KY,19653,422232,440,2791,5344,629,2791,,,18824,625,4,21,264,3451,441885,441885,3715,441885,4,12
20200713,LA,79827,873599,1308,,46334,3423,,,,,3315,108,22,1705,16726,953426,953426,18431,953426,7,0
20200713,MA,111827,854316,570,11611,94347,8330,11611,,,105783,8115,215,25,230,8433,966143,966143,8663,966143,5,3
20200713,MD,73527,578430,386,11467,5230,3325,11467,,,73527,3194,131,24,418,8148,651957,651957,8566,651957,6,47
20200713,ME,3558,120404,18,372,3008,114,372,4363,119029,3159,113,1,23,19,1629,123962,123962,1648,123962,0,1
20200713,MI,77198,1236229,543,,53867,6321,,96438,1236229,69722,6075,246,26,422,16850,1313427,1313427,17272,1313427,7,0
20200713,MN,42772,726217,247,4424,37199,1542,4424,,,42772,1504,38,27,491,13446,768989,768989,13937,768989,2,25
20200713,MO,27890,467887,932,,,1083,,32874,587188,27890,,,29,447,9822,495777,495777,10269,495777,14,0
20200713,MP,33,10734,,4,19,2,4,,,33,2,,69,0,0,10767,10767,0,10767,0,0
20200713,MS,36680,306735,1020,3530,25932,1250,3530,,,36564,1228,22,28,393,7811,343415,343415,8204,343415,1,35
20200713,MT,1843,116852,28,133,875,32,133,,,1843,,,30,85,3949,118695,118695,4034,118695,3,5
20200713,NC,87528,1132958,1040,,67124,1510,,,,87528,1510,,37,1827,19084,1220486,1220486,20911,1220486,7,0
20200713,ND,4442,119436,43,277,3653,78,277,,,4442,74,4,38,108,1291,123878,123878,1399,123878,0,6
20200713,NE,21172,190487,98,1421,15860,285,1421,,,21172,,,31,174,3382,211659,211659,3556,211659,0,0
20200713,NH,6054,128812,22,589,5027,391,589,,,6054,,,33,30,1447,134866,134866,1477,134866,0,0
20200713,NJ,175522,1524863,892,20632,31261,15560,20632,,,175522,13613,1947,34,224,14557,1700385,1700385,14781,1700385,19,0
20200713,NM,15028,403329,170,2204,6322,545,2204,,,15028,,,35,255,7348,418357,418357,7603,418357,2,17
20200713,NV,28515,324678,953,,789,593,,,,28515,,,32,832,4805,353193,353193,5637,353193,0,0
20200713,NY,402263,4322619,792,89995,71643,24989,89995,,,402263,,,36,557,51130,4724882,4724882,51687,4724882,10,0
20200713,OH,66853,957898,949,8915,45194,3064,8915,,,62913,2807,257,39,1261,17104,1024751,1024751,18365,1024751,6,73
20200713,OK,20745,400037,499,2063,15815,424,2063,22367,400037,20745,,,40,510,0,420782,420782,510,420782,2,31
20200713,OR,12438,288274,246,1234,3094,237,1234,,288274,11795,,,41,268,4272,300712,300712,4540,300712,3,54
20200713,PA,95742,835732,682,,73721,6911,,,,93015,,,42,476,6714,931474,931474,7190,931474,7,0
20200713,PR,10010,255766,159,,,167,,3966,253922,2811,71,96,72,356,0,265776,265776,356,265776,0,0
20200713,RI,17487,155756,67,2066,1691,984,2066,25518,265238,17487,,,44,175,6413,173243,173243,6588,173243,8,15
20200713,SC,58168,448933,1488,3398,20957,972,3398,72738,434198,58003,961,11,45,1520,13073,507101,507101,14593,507101,11,0
20200713,SD,7524,83854,63,742,6543,109,742,,,,,,46,25,745,91378,91378,770,91378,0,4
20200713,TN,65274,988687,1120,3284,36996,749,3284,75920,977504,64737,722,27,47,3314,32632,1053961,1053961,35946,1053961,8,34
20200713,TX,264313,2275812,10405,,136419,3235,,,,264313,,,48,5655,41716,2540125,2540125,47371,2540125,43,0
20200713,UT,30030,388305,252,1850,17728,216,1850,,,30030,,,49,546,4731,418335,418335,5277,418335,1,26
20200713,VA,71642,742373,1129,10459,9330,1968,10459,,,68814,1861,107,51,972,8998,814481,814015,9970,814015,2,104
20200713,VI,206,4084,,,96,6,,,,,6,,78,25,176,4296,4290,201,4290,0,0
20200713,VT,1301,75280,10,,1096,56,,,,1301,56,,50,5,725,76581,76581,730,76581,0,0
20200713,WA,40656,645349,331,4751,,1438,4751,,,40656,1438,,53,1438,16101,686005,686005,17539,686005,14,89
20200713,WI,40382,659479,283,3850,28670,827,3850,,,36942,820,7,55,505,6127,700004,699861,6632,699861,0,26
20200713,WV,4259,203966,63,,2825,96,,,,4143,,,54,52,1137,208225,208225,1189,208225,0,0
20200713,WY,1862,38077,17,124,1372,21,124,1592,53324,1506,,,56,0,0,39939,39939,0,39939,0,0
20200714,AK,1579,147894,25,,642,17,,,,1579,17,,2,40,2843,149473,149473,2883,149473,0,0
20200714,AL,57255,471834,1362,7123,25783,1164,7123,,,56441,1136,28,1,1710,7775,529089,529089,9485,529089,40,378
20200714,AR,29733,360566,445,1872,22844,331,1872,,,29733,,,5,794,6531,390299,390299,7325,390299,8,36
20200714,AS,0,816,,,,0,,,,0,,,60,0,0,816,816,0,816,0,0
20200714,AZ,128097,593846,3517,5942,15678,2337,5942,,,127345,2208,129,4,4273,15244,721943,721943,19517,721943,92,103
20200714,CA,336508,5338447,8145,,,7087,,,,336508,,,6,7346,123244,5674955,5674955,130590,5674955,47,0
20200714,CO,37242,367713,378,5941,4808,1589,5941,,,34229,,,8,329,5261,404955,404955,5590,404955,3,46
20200714,CT,47530,556593,66,10552,8351,4372,10552,,,45523,3497,875,9,20,12123,604123,604123,12143,604123,1,0
20200714,DC,10946,122970,91,,1774,568,,,,,,,11,40,3656,133916,133916,3696,133916,0,0
20200714,DE,12969,128631,48,,7184,518,,,,11989,460,58,10,90,2147,141600,141600,2237,141600,1,0
20200714,FL,291629,2393614,8354,19201,,4514,19201,363828,2957751,291629,4514,,12,9194,36475,2685630,2685243,45669,2685243,133,384
20200714,GA,123963,1007071,2741,13685,,3054,13685,113044,1017990,123963,,,13,3394,19673,1131034,1131034,23067,1131034,28,209
20200714,GU,312,17225,3,,210,5,,,,304,,,66,0,195,17537,17537,195,17537,0,0
20200714,HI,1243,94827,23,128,911,22,128,,,,,,15,23,877,96070,96070,900,96070,3,3
20200714,IA,35849,344559,186,,26952,757,,,,35849,,,19,320,3372,380408,380408,3692,380408,3,0
20200714,ID,11402,118882,153,500,3262,102,500,,,10658,82,20,16,500,2652,130284,130284,3152,130284,0,23
20200714,IL,156638,1885934,1416,,,7419,,,,155506,7218,201,17,707,27739,2042572,2042572,28446,2042572,25,0
20200714,IN,52685,525724,767,7633,39155,2775,7633,,,,2582,193,18,648,7352,578409,578409,8000,578409,13,59
20200714,KS,20058,211117,,1343,920,288,1343,,,,,,20,0,0,231175,231175,0,231175,0,0
20200714,KY,20223,435333,449,2802,5389,635,2802,,,19349,631,4,21,570,13101,455556,455556,13671,455556,6,11
20200714,LA,82042,894413,1362,,46334,3445,,,,,3337,108,22,2215,20814,976455,976455,23029,976455,22,0
20200714,MA,112130,866084,560,11625,94347,8340,11625,,,105986,8125,215,25,303,11768,978214,978214,12071,978214,10,14
20200714,MD,74260,591809,415,11485,5238,3334,11485,,,74260,3202,132,24,733,13379,666069,666069,14112,666069,9,18
20200714,ME,3566,121909,17,373,3062,114,373,4389,120516,3168,113,1,23,8,1505,125475,125475,1513,125475,0,1
20200714,MI,77864,1255922,543,,53867,6326,,97260,1255922,70306,6081,245,26,666,19693,1333786,1333786,20359,1333786,5,0
20200714,MN,43170,734444,236,4452,37749,1548,4452,,,43170,1510,38,27,398,8227,777614,777614,8625,777614,6,28
20200714,MO,28826,476277,811,,,1093,,33231,599011,28826,,,29,936,8390,505103,505103,9326,505103,10,0
20200714,MP,33,10664,,4,19,2,4,,,33,2,,69,0,-70,10697,10697,-70,10697,0,0
20200714,MS,37542,312671,1059,3585,25932,1272,3585,,,37198,1249,23,28,862,5936,350213,350213,6798,350213,22,55
20200714,MT,1952,119444,29,136,884,34,136,,,1952,,,30,109,2592,121396,121396,2701,121396,2,3
20200714,NC,89484,1165362,1109,,67124,1552,,,,89484,1552,,37,1956,32404,1254846,1254846,34360,1254846,42,0
20200714,ND,4493,120540,42,280,3685,78,280,,,4493,74,4,38,51,1104,125033,125033,1155,125033,0,3
20200714,NE,21399,194836,101,1431,16025,288,1431,,,21399,,,31,227,4349,216235,216235,4576,216235,3,10
20200714,NH,6068,129960,24,589,5056,391,589,,,6068,,,33,14,1148,136028,136028,1162,136028,0,0
20200714,NJ,175915,1545316,888,20632,31318,15582,20632,,,175915,13635,1947,34,393,20453,1721231,1721231,20846,1721231,22,0
20200714,NM,15291,409064,172,2227,6363,548,2227,,,15291,,,35,263,5735,424355,424355,5998,424355,3,23
20200714,NV,29619,330561,983,,800,612,,,,29619,,,32,1104,5883,360180,360180,6987,360180,19,0
20200714,NY,403175,4381752,820,89995,71692,24994,89995,,,403175,,,36,912,59133,4784927,4784927,60045,4784927,5,0
20200714,OH,67995,975754,1017,9049,46282,3069,9049,,,64013,2813,256,39,1142,17856,1043749,1043749,18998,1043749,5,134
20200714,OK,21738,419556,546,2116,16635,428,2116,24383,419556,21738,,,40,993,19519,441294,441294,20512,441294,4,53
20200714,OR,12805,292651,235,1254,3129,244,1254,,292651,12151,,,41,367,4377,305456,305456,4744,305456,7,20
20200714,PA,96671,850612,678,,74436,6931,,,,93906,,,42,929,14880,947283,947283,15809,947283,20,0
20200714,PR,10123,255766,206,,,169,,3966,253922,2904,73,96,72,113,0,265889,265889,113,265889,2,0
20200714,RI,17588,157070,69,2070,1692,985,2070,25653,268191,17588,,,44,101,1314,174658,174658,1415,174658,1,4
20200714,SC,60389,457092,1550,3744,23849,993,3744,75115,442197,60220,984,9,45,2221,8159,517481,517481,10380,517481,21,346
20200714,SD,7572,84592,62,744,6599,109,744,,,,,,46,48,738,92164,92164,786,92164,0,2
20200714,TN,66788,1005100,1222,3378,38272,767,3378,77673,993647,66220,740,27,47,1514,16413,1071888,1071888,17927,1071888,18,94
20200714,TX,275058,2323622,10569,,142398,3322,,,,275058,,,48,10745,47810,2598680,2598680,58555,2598680,87,0
20200714,UT,30478,394043,231,1888,18111,226,1888,,,30478,,,49,448,5738,424521,424521,6186,424521,10,38
20200714,VA,72443,758407,1127,10550,9423,1977,10550,,,69610,1870,107,51,801,16034,831270,830850,16835,830850,9,91
20200714,VI,206,4084,,,96,6,,,,,6,,78,0,0,4296,4290,0,4290,0,0
20200714,VT,1305,76319,15,,1099,56,,,,1305,56,,50,4,1039,77624,77624,1043,77624,0,0
20200714,WA,41757,666517,332,4778,,1399,4778,,,41757,1399,,53,1101,21168,708274,708274,22269,708274,-39,27
20200714,WI,41349,673195,293,3892,29275,833,3892,,,37906,826,7,55,967,13716,714691,714544,14683,714544,6,42
20200714,WV,4407,209605,59,,2982,97,,,,4289,,,54,148,5639,214012,214012,5787,214012,1,0
20200714,WY,1951,38077,14,128,1462,22,128,1592,53324,1581,,,56,89,0,40028,40028,89,40028,1,4
20200715,AK,1631,154462,32,,669,17,,,,1631,17,,2,52,6568,156093,156093,6620,156093,0,0
20200715,AL,59067,481982,1332,7291,29736,1211,7291,,,58225,1183,28,1,1812,10148,541049,541049,11960,541049,47,168
20200715,AR,30297,365479,458,1948,23523,335,1948,,,30297,,,5,564,4913,395776,395776,5477,395776,4,76
20200715,AS,0,816,,,,0,,,,0,,,60,0,0,816,816,0,816,0,0
20200715,AZ,131354,604608,3493,6103,16155,2434,6103,,,130576,2295,139,4,3257,10762,735962,735962,14019,735962,97,161
20200715,CA,347634,5445642,8353,,,7227,,,,347634,,,6,11126,107195,5793276,5793276,118321,5793276,140,0
20200715,CO,37686,372304,368,5963,4844,1594,5963,,,34663,,,8,444,4591,409990,409990,5035,409990,5,22
20200715,CT,47636,568022,67,10552,8351,4380,10552,,,45547,3505,875,9,106,11429,615658,615658,11535,615658,8,0
20200715,DC,11026,126918,95,,1809,571,,,,,,,11,80,3948,137944,137944,4028,137944,3,0
20200715,DE,13050,130338,51,,7236,521,,,,12069,463,58,10,81,1707,143388,143388,1788,143388,3,0
20200715,FL,301810,2434143,8217,19659,,4626,19659,376345,3019257,301810,4626,,12,10181,40529,2738142,2735953,50710,2735953,112,458
20200715,GA,127834,1027149,2786,14102,,3091,14102,116295,1038688,127834,,,13,3871,20078,1154983,1154983,23949,1154983,37,417
20200715,GU,313,17514,4,,213,5,,,,305,,,66,1,289,17827,17827,290,17827,0,0
20200715,HI,1264,96293,31,133,921,22,133,,,,,,15,21,1466,97557,97557,1487,97557,0,5
20200715,IA,36291,351021,190,,27177,762,,,,36291,,,19,442,6462,387312,387312,6904,387312,5,0
20200715,ID,11718,122196,153,510,3360,103,510,,,10946,83,20,16,316,3314,133914,133914,3630,133914,1,10
20200715,IL,157825,1922908,1454,,,7427,,,,156693,7226,201,17,1187,36974,2080733,2080733,38161,2080733,8,0
20200715,IN,53370,533219,881,7686,39571,2785,7686,,,,2592,193,18,685,7495,586589,586589,8180,586589,10,53
20200715,KS,20933,218441,,1393,948,299,1393,,,,,,20,875,7324,239374,239374,8199,239374,11,50
20200715,KY,20677,438510,445,2823,5475,645,2823,,,19737,641,4,21,454,3177,459187,459187,3631,459187,10,21
20200715,LA,84131,917069,1369,,53288,3461,,,,,3351,110,22,2089,22656,1001200,1001200,24745,1001200,16,0
20200715,MA,112347,876366,580,11651,95390,8368,11651,,,106128,8152,216,25,217,10282,988713,988713,10499,988713,28,26
20200715,MD,75016,605072,447,11625,5238,3341,11625,,,75016,3209,132,24,756,13263,680088,680088,14019,680088,7,140
20200715,ME,3578,124353,12,373,3079,114,373,4415,122948,3186,113,1,23,12,2444,127931,127931,2456,127931,0,0
20200715,MI,78913,1289006,543,,53867,6330,,98539,1289006,71197,6085,245,26,1049,33084,1367919,1367919,34133,1367919,4,0
20200715,MN,43742,746755,254,4495,38179,1558,4495,,,43742,1518,40,27,572,12311,790497,790497,12883,790497,10,43
20200715,MO,29714,488233,875,,,1102,,34290,611600,29714,,,29,888,11956,517947,517947,12844,517947,9,0
20200715,MP,36,10664,,4,29,2,4,,,36,2,,69,3,0,10700,10700,3,10700,0,0
20200715,MS,38567,318290,1099,3629,25932,1290,3629,,,38198,1266,24,28,1025,5619,356857,356857,6644,356857,18,44
20200715,MT,2096,121662,37,145,915,34,145,,,2096,,,30,144,2218,123758,123758,2362,123758,0,9
20200715,NC,91266,1193371,1142,,67124,1568,,,,91266,1568,,37,1782,28009,1284637,1284637,29791,1284637,16,0
20200715,ND,4565,121999,42,284,3760,81,284,,,4565,77,4,38,72,1459,126564,126564,1531,126564,3,4
20200715,NE,21717,198026,110,1442,16205,286,1442,,,21717,,,31,318,3190,219743,219743,3508,219743,-2,11
20200715,NH,6091,131018,23,665,5101,392,665,,,6091,,,33,23,1058,137109,137109,1081,137109,1,76
20200715,NJ,176278,1566069,923,20774,31400,15607,20774,,,176278,13660,1947,34,363,20753,1742347,1742347,21116,1742347,25,142
20200715,NM,15514,414492,171,2261,6429,551,2261,,,15514,,,35,223,5428,430006,430006,5651,430006,3,34
20200715,NV,30468,333957,1051,,826,618,,,,30468,,,32,849,3396,364425,364425,4245,364425,6,0
20200715,NY,404006,4444519,831,89995,71782,25003,89995,,,404006,,,36,831,62767,4848525,4848525,63598,4848525,9,0
20200715,OH,69311,993312,1027,9209,47303,3075,9209,,,65287,2819,256,39,1316,17558,1062623,1062623,18874,1062623,6,160
20200715,OK,22813,424512,561,2170,17366,432,2170,24954,424512,22813,,,40,1075,4956,447325,447325,6031,447325,4,54
20200715,OR,13081,298705,207,1290,3129,247,1290,,298705,12406,,,41,276,6054,311786,311786,6330,311786,3,36
20200715,PA,97665,870984,667,,74436,6957,,,,94873,,,42,994,20372,968649,968649,21366,968649,26,0
20200715,PR,10379,255766,254,,,171,,3966,253922,3043,75,96,72,256,0,266145,266145,256,266145,2,0
20200715,RI,17640,158235,59,2075,1707,987,2075,25734,271199,17640,,,44,52,1165,175875,175875,1217,175875,2,5
20200715,SC,62245,463738,1560,3744,23849,998,3744,77107,448876,62071,984,14,45,1856,6646,525983,525983,8502,525983,5,0
20200715,SD,7652,85891,59,752,6663,111,752,,,,,,46,80,1299,93543,93543,1379,93543,2,8
20200715,TN,69061,1028612,1282,3434,39857,783,3434,80368,1016685,68441,755,28,47,2273,23512,1097673,1097673,25785,1097673,16,56
20200715,TX,282365,2359834,10471,,149276,3432,,,,282365,,,48,7307,36212,2642199,2642199,43519,2642199,110,0
20200715,UT,30891,401189,250,1913,18593,233,1913,,,30891,,,49,413,7146,432080,432080,7559,432080,7,25
20200715,VA,73527,771455,1081,10608,9527,1992,10608,,,70669,1882,110,51,1084,13048,845364,844982,14132,844982,15,58
20200715,VI,243,4637,,,112,6,,,,,6,,78,37,553,5079,4880,590,4880,0,0
20200715,VT,1318,77040,19,,1104,56,,,,1318,56,,50,13,721,78358,78358,734,78358,0,0
20200715,WA,42304,675930,353,4788,,1404,4788,,,42304,1404,,53,547,9413,718234,718234,9960,718234,5,10
20200715,WI,42197,686299,295,3923,29923,834,3923,,,38727,827,7,55,848,13104,728673,728496,13952,728496,1,31
20200715,WV,4557,213347,63,,2999,97,,,,4439,,,54,150,3742,217904,217904,3892,217904,0,0
20200715,WY,1985,40929,17,131,1506,22,131,1780,57566,1605,,,56,34,2852,42914,42914,2886,42914,0,3
20200716,AK,2032,160990,32,,688,17,,,,2032,17,,2,401,6528,163022,163022,6929,163022,0,0
20200716,AL,61088,490021,1395,7584,29736,1230,7584,,,60158,1200,30,1,2021,8039,551109,551109,10060,551109,19,293
20200716,AR,31114,369847,470,1994,24195,341,1994,,,31114,,,5,817,4368,400961,400961,5185,400961,6,46
20200716,AS,0,1037,,,,0,,,,0,,,60,0,221,1037,1037,221,1037,0,0
20200716,AZ,134613,614653,3454,6296,16684,2492,6296,,,133838,2353,139,4,3259,10045,749266,749266,13304,749266,58,193
20200716,CA,356178,5559330,8363,,,7345,,,,356178,,,6,8544,113688,5915508,5915508,122232,5915508,118,0
20200716,CO,38155,378061,389,5950,4880,1601,5950,,,35126,,,8,469,5757,416216,416216,6226,416216,7,-13
20200716,CT,47750,582333,66,10654,8466,4389,10654,,,45653,3515,874,9,114,14311,630083,630083,14425,630083,9,102
20200716,DC,11076,129166,86,,1843,574,,,,,,,11,50,2248,140242,140242,2298,140242,3,0
20200716,DE,13114,131756,50,,7269,521,,,,12131,463,58,10,64,1418,144870,144870,1482,144870,0,0
20200716,FL,315775,2499843,9112,20154,,4782,20154,393209,3106801,315775,4782,,12,13965,65700,2817781,2815618,79665,2815618,156,495
20200716,GA,131275,1046947,2841,14346,,3104,14346,119761,1058461,131275,,,13,3441,19798,1178222,1178222,23239,1178222,13,244
